"","InitialInterestRate","ppp_treated","agriculture","mining","utilities","construction","manufacturing","wholesale_trade","retail_trade","transport_ware","information","finance_ins","real_estate","professional","admin_support","education","healthcare","arts_entertain","accommodation","other_services","public_admin","age_established","age_new","age_startup","age_changed_owner","processing_plp","processing_express","processing_7a_general","collateral","commit","pif","charge_off","cancelled","has_franchise","west","northeast","midwest","pct_black","pct_native","pct_asian","pct_pacific","pct_other","pct_multiracial","approval_month_index","regional_bank","community_bank","fintech","cdfi","other_institution","LMIIndicator","Race","ApprovalYearMonth","JobsSupported","GrossApproval","race_black","race_asian","race_native","race_white","race_unanswered","race_multi","race_pacific","race_puerto_rican","hispanic","not_hispanic","ethnicity_unanswered","log_approval_amount","zip_code"
"9",6.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17.2495177112835,0.919426999958954,11.628288798588,0.024627508927472,2.99839921191971,2.53868571194024,0,1,0,0,0,0,"Y","White","2020-04",5,137000,0,0,0,1,0,0,0,0,0,1,0,11.8277362048103,"27606"
"13",10.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5.70721445365673,0.603885657715629,5.05382997153818,0.470238831827744,18.4011879717857,9.32805345873036,55,0,1,0,0,0,"Y","Unanswered","2024-11",2,250000,0,0,0,0,1,0,0,0,0,0,1,12.4292161968444,"91401"
"21",10.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6.61382214515729,0.462389563207002,6.0275782346627,0,3.94682520023119,7.81933779208984,57,0,0,0,0,0,"N","Unanswered","2025-01",0,30000,0,0,0,0,1,0,0,0,1,0,0,10.3089526606443,"33332"
"27",12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.3687707641196,0,0.757475083056478,0,8.27906976744186,1.24916943521595,54,0,0,1,0,0,"N","Unanswered","2024-10",8,350000,0,0,0,0,1,0,0,0,0,1,0,12.7656884334656,"76043"
"38",8.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28.4450617735215,0.231498403879426,2.53429831615371,0.0121841265199698,6.02383215147306,8.42166825060311,26,0,0,0,0,0,"Y","White","2022-06",20,100000,0,0,0,1,0,0,0,0,0,1,0,11.5129254649702,"12601"
"52",11.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,86.3426961855372,1.02929949719641,2.4218811698739,0.234290678389976,4.50943743912391,2.97470187169295,37,0,1,0,0,0,"N","Black or African American","2023-05",4,150000,1,0,0,0,0,0,0,0,0,1,0,11.9183905730784,"11412"
"65",7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,34.3181017267708,0.440502760483966,4.45201456595795,0.105720662516152,3.87055092211911,6.20815223775402,14,0,0,0,0,0,"Y","Black or African American","2021-06",5,138000,1,0,0,0,0,0,0,0,0,1,0,11.8350089641393,"77002"
"82",7.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,42.7526142725953,0.918328050478419,1.02201024972598,0.468051070889001,10.6407559913499,7.12148591403264,35,0,1,0,0,0,"N","Unanswered","2023-03",15,600000,0,0,0,0,1,0,0,0,0,1,0,13.3046849341983,"14621"
"85",10.85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,39.2859349894945,0.60715609936967,8.51563465579038,0.00926955876900259,15.8478556420714,5.65288592263008,45,0,0,0,0,0,"N","Unanswered","2024-01",50,250000,0,0,0,0,1,0,0,0,0,0,1,12.4292161968444,"10027"
"90",5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,28.5568044123177,0.501399740943467,6.15886015125559,0.0104458279363222,6.87335478210003,5.25425145197008,3,0,0,0,0,0,"N","Unanswered","2020-07",11,150000,0,0,0,0,1,0,0,0,0,0,1,11.9183905730784,"11205"
"96",5.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,30.0835491849573,0.566732233626113,2.33898767211327,0.16164527625762,4.5182776014178,9.40269149122636,17,0,0,0,0,0,"Y","Asian","2021-09",4,349900,0,1,0,0,0,0,0,0,0,0,1,12.7654026783558,"33612"
"103",5.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,31.2918129735724,0.255036037700979,1.22712992053225,0.354832748105711,0.990574755128442,3.93272962483829,5,0,1,0,0,0,"N","White","2020-09",9,1908000,0,0,0,1,0,0,0,0,0,1,0,14.4615661309904,"37206"
"111",8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.07327273503179,0.0981521785516152,2.99364144582426,0,1.86062390645671,2.98083898775231,42,0,1,0,0,0,"N","White","2023-10",32,152500,0,0,0,1,0,0,0,0,0,1,0,11.9349198750296,"60014"
"117",3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.07055691147105,0.249611715109829,4.065897492789,0.122032394053694,3.21167073441313,9.82360772132239,27,0,0,0,0,0,"N","White","2022-07",2,350000,0,0,0,1,0,0,0,0,0,1,0,12.7656884334656,"90265"
"129",7.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.468635311388403,0.525097397097849,4.61295240246175,0,14.1550448873581,13.4436226074191,56,0,1,0,0,0,"Y","White","2024-12",36,368000,0,0,0,1,0,0,0,0,0,1,0,12.8158382171511,"60131"
"146",5.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,26.9208549971115,0.55844405931061,0.32736375890622,0,0,6.14288465241671,2,1,0,0,0,0,"N","White","2020-06",3,3350000,0,0,0,1,0,0,0,0,0,1,0,15.0244709038012,"32686"
"150",7.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,6.83222617024564,0.888305268036459,3.02796230495906,0.108141510891395,1.75343735516762,6.53869921211185,26,0,0,0,0,0,"N","White","2022-06",4,40000,0,0,0,1,0,0,0,0,0,1,0,10.5966347330961,"46545"
"156",13.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.19588638589618,0,0.29382957884427,0,0.29382957884427,49,0,1,0,0,0,"N","Unanswered","2024-05",4,136500,0,0,0,0,1,0,0,0,0,0,1,11.8240798936072,"68402"
"160",10.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24.1468880513395,0.127330141591117,7.07446266680249,0.193541815218499,1.59417337272079,6.39706631353774,55,0,1,0,0,0,"Y","Black or African American","2024-11",1,250000,1,0,0,0,0,0,0,0,0,1,0,12.4292161968444,"22025"
"164",11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,24.1468880513395,0.127330141591117,7.07446266680249,0.193541815218499,1.59417337272079,6.39706631353774,53,0,1,0,0,0,"Y","Black or African American","2024-09",1,250000,1,0,0,0,0,0,0,0,0,1,0,12.4292161968444,"22025"
"173",11.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73.3808945557579,0,0.202388180530257,0,2.45901639344262,3.97692774741955,45,0,1,0,0,0,"Y","Unanswered","2024-01",12,150000,0,0,0,0,1,0,0,0,0,0,1,11.9183905730784,"32805"
"186",9.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,17.6021595457507,0.0577119985106581,5.90151726705762,0.0204784510844271,4.01377641254771,5.75258307735269,6,0,0,0,0,0,"N","Black or African American","2020-10",18,40000,1,0,0,0,0,0,0,0,0,1,0,10.5966347330961,"20009"
"195",9.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,6.36116645535229,0.0326027893497555,5.00633943126245,0,4.57163557326571,4.05723600796957,55,0,0,0,0,0,"N","Unanswered","2024-11",7,50000,0,0,0,0,1,0,0,0,0,0,1,10.8197782844103,"60452"
"199",4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,2.42446277196272,1.65330373715532,2.61964446315467,0.0172219139287013,12.7365621232706,5.34070686388947,13,0,1,0,0,0,"N","Asian","2021-05",15,2089300,0,1,0,0,0,0,0,0,0,1,0,14.5523396396103,"99336"
"201",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.37103402926188,1.73927338484301,1.66036495150419,0,1.96942298208121,3.00509616965313,21,1,0,0,0,0,"N","White","2022-01",6,202100,0,0,0,1,0,0,0,0,0,1,0,12.2165179033917,"68701"
"203",5.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1.10135551447936,1.06284658040665,2.32593961799137,0.23875539125077,2.56469500924214,9.35767097966728,5,1,0,0,0,0,"N","White","2020-09",1,25000,0,0,0,1,0,0,0,0,0,1,0,10.1266311038503,"97027"
"205",4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1.9915509957755,0.113994501441695,1.320995104942,0,0.0871722658083551,1.41487292965869,8,0,1,0,0,0,"N","Unanswered","2020-12",13,1110600,0,0,0,0,1,0,0,0,0,0,1,13.9204109677896,"53073"
"211",7.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1.01398929677965,0.57405743256837,12.6574298858591,0.250814812827769,12.9377523237255,8.13203320949073,39,0,0,0,0,0,"Y","Asian","2023-07",20,100000,0,1,0,0,0,0,0,0,0,1,0,11.5129254649702,"92805"
"227",6.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,18.0789623177429,0.170422268509752,5.76595341791327,0,0.809505775421322,3.32796818784321,1,0,0,0,0,0,"N","White","2020-05",3,100000,0,0,0,1,0,0,0,0,0,1,0,11.5129254649702,"44087"
"230",5.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3.38379545611174,0.553628448691737,64.5677792837288,0.252693482805357,7.35797477659599,4.38308331993292,41,0,0,0,0,0,"N","Asian","2023-09",1,650000,0,1,0,0,0,0,0,0,0,1,0,13.3847276418718,"91789"
"234",10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,8.47769192422732,0.358300099700897,1.69803090727817,0,0.53277666999003,2.68880857427717,50,0,0,0,0,0,"N","White","2024-06",0,70000,0,0,0,1,0,0,0,0,0,1,0,11.1562505210315,"44512"
"237",11.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65.9294333282419,0.0733160226057736,0.843134259966397,0,2.82266687032228,4.89384450893539,33,0,0,0,0,0,"Y","White","2023-01",3,50000,0,0,0,1,0,0,0,0,1,0,0,10.8197782844103,"33054"
"262",11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.87469084913438,0.13396537510305,3.06265457543281,0.0164880461665293,14.8557295960429,12.9245671887881,38,0,1,0,0,0,"N","White","2023-06",36,2719800,0,0,0,1,0,0,0,0,1,0,0,14.816068906157,"34741"
"268",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,6.04496192149971,0.0256297598125366,0.391769185705917,0,0.59680726420621,3.78954305799649,20,0,1,0,0,0,"Y","Unanswered","2021-12",155,345900,0,0,0,0,1,0,0,0,0,1,0,12.7539049949253,"35173"
"269",9.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,26.9883104399864,0.133329199094602,6.59824501565843,0.0310067904871167,3.79213047657437,4.7037301168956,48,0,1,0,0,0,"N","Black or African American","2024-04",35,150000,1,0,0,0,0,0,0,0,0,1,0,11.9183905730784,"55428"
"277",6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.87814412838846,0.136309860603878,1.3502391852271,0,4.40563757008384,3.35888071601255,11,0,0,0,0,1,"Y","Unanswered","2021-03",43,1850000,0,0,0,0,1,0,0,0,0,0,1,14.4306961970545,"28412"
"283",10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.44504390747862,0,1.3200941284509,0,0,1.67594558916375,48,0,0,0,0,0,"N","White","2024-04",4,50000,0,0,0,1,0,0,0,0,0,0,1,10.8197782844103,"44023"
"298",10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.587622026348213,0.312766562411146,0.578144251729694,0,0.701355321770448,3.94275424130414,37,0,0,0,0,0,"N","White","2023-05",0,25000,0,0,0,1,0,0,0,0,0,1,0,10.1266311038503,"44890"
"307",8.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.00307393625627,1.05322763306908,1.39944992719625,0.245914900501537,3.97993852127487,5.74826079922343,50,0,0,0,0,0,"N","White","2024-06",6,368700,0,0,0,1,0,0,0,0,0,1,0,12.8177385842222,"80634"
"315",9.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,29.0900770345511,0.537716421325604,5.58881854930974,0.204027152772481,29.8909312790786,6.41446113950118,42,1,0,0,0,0,"Y","Asian","2023-10",2,1190000,0,1,0,0,0,0,0,0,0,1,0,13.9894638650877,"90018"
"322",11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.9152099959349,0.104837501872098,3.51098654228803,0,6.00141209696399,5.38094524914953,47,1,0,0,0,0,"N","Unanswered","2024-03",4,851500,0,0,0,0,1,0,0,0,0,0,1,13.6547547790849,"30076"
"324",10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.821256038647343,0.138888888888889,2.47584541062802,0,1.21980676328502,4.58937198067633,57,0,1,0,0,0,"N","White","2025-01",4,100000,0,0,0,1,0,0,0,0,0,1,0,11.5129254649702,"80122"
"331",5.975,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,20.2552547387251,3.49513227149197,13.7878840001376,0.017200454091988,11.0426915270563,5.1704565000516,16,0,1,0,0,0,"N","Unanswered","2021-08",14,635000,0,0,0,0,1,0,0,0,0,0,1,13.3613802778748,"30340"
"338",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5.16168330729098,0.214518392965915,4.26388410710029,0,3.57265817421012,4.57374400805106,47,1,0,0,0,0,"N","Asian","2024-03",10,90000,0,1,0,0,0,0,0,0,0,1,0,11.4075649493124,"11561"
"347",10.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.50420482152869,0,1.32685479349654,0,0.186880956830499,1.55111194169314,47,0,0,0,0,0,"N","Asian","2024-03",0,25000,0,1,0,0,0,0,0,0,0,1,0,10.1266311038503,"46122"
"367",4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2.42446277196272,1.65330373715532,2.61964446315467,0.0172219139287013,12.7365621232706,5.34070686388947,24,0,1,0,0,0,"N","White","2022-04",10,100000,0,0,0,1,0,0,0,0,0,1,0,11.5129254649702,"99336"
"389",7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.97884409014257,0.137973325157136,4.4742778300957,0,3.71651956812159,11.2371608155757,27,0,0,1,0,0,"N","Black or African American","2022-07",1,69800,1,0,0,0,0,0,0,0,0,1,0,11.1533892887505,"78230"
"392",13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.19546181375162,0,6.14482601081246,0.258889819538567,0.852813523185868,4.64478793878017,51,0,0,1,0,0,"N","Unanswered","2024-07",8,150000,0,0,0,0,1,0,0,0,0,0,1,11.9183905730784,"92014"
"397",10.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,7.85120015300755,0.0956297217175098,1.49182365879315,0,0.736348857224825,2.16123171081572,55,0,1,0,0,0,"N","Unanswered","2024-11",10,210000,0,0,0,0,1,0,0,0,0,1,0,12.2548628096996,"15211"
"409",6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,11.9496650842167,0.369057683553359,11.6310073486376,0,7.84125642192885,9.78734473564414,4,0,1,0,0,0,"Y","Black or African American","2020-08",5,625000,1,0,0,0,0,0,0,0,0,1,0,13.3455069287185,"75040"
"411",4.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.432146326756223,0.693444105725101,1.88603396871127,0.160798633211618,1.62473618974239,6.10699809051623,11,1,0,0,0,0,"Y","Unanswered","2021-03",32,25000,0,0,0,0,1,0,0,0,0,0,1,10.1266311038503,"97132"
"436",2.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.34712076653069,0.0379470638459349,0.882269234417987,0,1.45147519210701,4.50621383170477,29,0,0,0,0,0,"N","White","2022-09",12,200000,0,0,0,1,0,0,0,0,1,0,0,12.2060726455302,"33037"
"437",10.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2.68542199488491,1.01692851053465,3.32074858929079,0.0649535176389396,2.37892258352616,4.64214671375797,35,0,0,0,0,1,"N","White","2023-03",16,350000,0,0,0,1,0,0,0,0,1,0,0,12.7656884334656,"85234"
"440",11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,16.1897689048097,0.366956445764711,16.2552968415534,0.615962605390765,8.42689266523961,7.2342842165043,50,0,0,1,0,0,"N","Black or African American","2024-06",5,1815200,1,0,0,0,0,0,0,0,0,1,0,14.4117062124478,"89118"
"445",8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,3.31290693220988,1.59421677518192,4.71562619685944,0,14.2330524703179,3.8490999617005,59,1,0,0,0,0,"N","Unanswered","2025-03",0,150000,0,0,0,0,1,0,0,0,0,0,1,11.9183905730784,"80223"
"453",6.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13.9996989312058,0,12.2534999247328,0,3.62787897034472,3.11606202017161,27,1,0,0,0,0,"N","Unanswered","2022-07",5,350000,0,0,0,0,1,0,0,0,0,0,1,12.7656884334656,"30326"
"471",7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.16687723731312,0,13.6634028216467,0,7.75163192251,3.77974310381133,24,0,0,0,0,0,"N","Black or African American","2022-04",2,80000,1,0,0,0,0,0,0,0,0,1,0,11.289781913656,"11554"
"494",13.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.58458961474037,0.117252931323283,10.6716917922948,0,2.21943048576214,6.30150753768844,44,0,1,0,0,0,"N","White","2023-12",7,150000,0,0,0,1,0,0,0,0,1,0,0,11.9183905730784,"77840"
"505",3.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4.99545231931715,0.160917931854754,14.4686210032883,0,2.2178688868677,3.87252501224376,12,0,1,0,0,0,"N","Unanswered","2021-04",2,500000,0,0,0,0,1,0,0,0,0,1,0,13.1223633774043,"60532"
"507",3.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4.99545231931715,0.160917931854754,14.4686210032883,0,2.2178688868677,3.87252501224376,12,0,1,0,0,0,"N","Unanswered","2021-04",1,500000,0,0,0,0,1,0,0,0,0,1,0,13.1223633774043,"60532"
"554",11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5.7929090639371,0.129802699896158,1.69856104435544,0.0222518914107699,4.3131582851209,4.14626909954013,54,0,1,0,0,0,"N","Unanswered","2024-10",2,105000,0,0,0,0,1,0,0,0,0,0,1,11.5617156291397,"32806"
"585",10.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,9.9593820961397,0.434963379921323,7.60226436818371,0.00959478043944094,3.50209486039594,3.84430869606934,55,0,1,0,0,0,"N","Unanswered","2024-11",2,50000,0,0,0,0,1,0,0,0,0,0,1,10.8197782844103,"55434"
"586",9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1.12002063761636,1.19956145065245,0.687920545177032,0,44.5041597695466,5.40447578304706,43,1,0,0,0,0,"Y","White","2023-11",25,475000,0,0,0,1,0,0,0,0,1,0,0,13.0710700830168,"90023"
"604",4.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2.99557430414162,0.252374391924019,36.6211092281245,0,9.15863010692384,8.07232294168567,8,1,0,0,0,0,"N","Asian","2020-12",4,350000,0,1,0,0,0,0,0,0,0,1,0,12.7656884334656,"11377"
"606",4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1.37426500752085,0.077487579196864,37.041341902548,0.0546971147271981,4.92957746478873,2.88983089475364,16,0,1,0,0,0,"N","Asian","2021-08",5,730000,0,1,0,0,0,0,0,0,0,1,0,13.5007998131246,"11228"
"633",8.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6.14021241572147,0.259318555933885,1.7678760682797,0.0293142715403522,1.20414007711908,3.82889485196293,41,1,0,0,0,0,"N","White","2023-09",2,250400,0,0,0,1,0,0,0,0,0,1,0,12.4308149182081,"42301"
"643",9.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2.81469898358092,0.00312744331508991,8.18139171227521,0.109460516028147,0.503518373729476,4.54417513682565,57,0,1,0,0,0,"N","Unanswered","2025-01",0,65000,0,0,0,0,1,0,0,0,0,0,1,11.0821425488778,"14534"
"653",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2.54833040421793,0.228471001757469,2.55887521968366,0,2.21792618629174,6.82952548330404,5,0,1,0,0,0,"N","White","2020-09",0,1353500,0,0,0,1,0,0,0,0,0,1,0,14.1182043880365,"66801"
"657",5.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.268857356235997,0.0448095593726662,0,0,0,2.7781926811053,17,0,0,0,0,0,"N","White","2021-09",18,31600,0,0,0,1,0,0,0,0,0,1,0,10.360912399575,"44050"
"658",5.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.268857356235997,0.0448095593726662,0,0,0,2.7781926811053,17,0,0,0,0,0,"N","White","2021-09",18,31600,0,0,0,1,0,0,0,0,0,1,0,10.360912399575,"44050"
"660",6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.268857356235997,0.0448095593726662,0,0,0,2.7781926811053,2,0,0,0,0,0,"N","White","2020-06",6,200000,0,0,0,1,0,0,0,0,0,1,0,12.2060726455302,"44050"
"694",4.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,77.4763260326497,0.0813338755591704,3.69197699413234,0,6.23366060535642,2.85830476965085,5,0,1,0,0,0,"Y","Unanswered","2020-09",10,1350000,0,0,0,0,1,0,0,0,0,0,1,14.1156151504146,"30274"
