"","InitialInterestRate","ppp_treated","agriculture","mining","utilities","construction","manufacturing","wholesale_trade","retail_trade","transport_ware","information","finance_ins","real_estate","professional","admin_support","education","healthcare","arts_entertain","accommodation","other_services","public_admin","age_established","age_new","age_startup","age_changed_owner","processing_plp","processing_express","processing_7a_general","collateral","commit","pif","charge_off","cancelled","has_franchise","west","northeast","midwest","pct_black","pct_native","pct_asian","pct_pacific","pct_other","pct_multiracial","approval_month_index","regional_bank","community_bank","fintech","cdfi","other_institution","LMIIndicator","Race","ApprovalYearMonth","JobsSupported","GrossApproval","race_black","race_asian","race_native","race_white","race_unanswered","race_multi","race_pacific","race_puerto_rican","hispanic","not_hispanic","ethnicity_unanswered","log_approval_amount","zip_code"
"12980",4.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.436886777187744,0.163280916726732,0.828172577631985,0,2.53306070813904,12.9948073726482,11,0,0,0,0,0,"N","White","2021-03",10,2102000,0,0,0,1,0,0,0,0,1,0,0,14.558399830419,"78045"
"12989",5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,51.6694987255735,0.352591333899745,1.89039932030586,1.31265930331351,1.32965165675446,5.32710280373832,25,0,0,1,0,0,"N","Unanswered","2022-05",7,1092900,0,0,0,0,1,0,0,0,0,0,1,13.9043452716648,"23701"
"12995",10.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,7.21805710639655,0,3.3817195724996,0,0.17546658159196,2.04179294943372,56,0,1,0,0,0,"N","Unanswered","2024-12",30,300000,0,0,0,0,1,0,0,0,0,0,1,12.6115377536383,"38866"
"13009",4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2.060936598668,0.90373555683745,4.59908752425403,0.204520425822015,3.45237470938871,9.74531088852763,5,0,1,0,0,0,"N","Asian","2020-09",11,2515000,0,1,0,0,0,0,0,0,0,1,0,14.737783361516,"92071"
"13018",8.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.6302833255922,0.27868091035764,0,2.24338132837901,1.40269391546679,33,0,1,0,0,0,"N","White","2023-01",4,50000,0,0,0,1,0,0,0,0,0,1,0,10.8197782844103,"59714"
"13022",7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,3.34999652850101,0.18398944664306,2.90911615635631,0.180517947649795,2.09678539193224,5.16211900298549,28,0,1,0,0,0,"N","Unanswered","2022-08",25,4999400,0,0,0,0,1,0,0,0,0,0,1,15.4248284631978,"83713"
"13042",5.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.20095693779904,0.933014354066986,0.245215311004785,0.0717703349282297,0.651913875598086,5.86722488038277,13,0,0,0,0,0,"Y","Unanswered","2021-05",28,680900,0,0,0,0,1,0,0,0,0,0,1,13.4311707314711,"44706"
"13055",6.74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18.2527754884375,0.048480147379648,37.9841954719542,0,2.02647016046929,2.0943423668008,55,0,0,0,0,0,"N","White","2024-11",74,850000,0,0,0,1,0,0,0,0,1,0,0,13.6529916284665,"75039"
"13059",11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0.644400072608459,0.0726084588854602,2.37792702849882,0,0.0635324015247776,0.771464875658014,44,0,1,0,0,0,"N","White","2023-12",45,4110000,0,0,0,1,0,0,0,0,0,1,0,15.2289335864724,"11766"
"13062",9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.644400072608459,0.0726084588854602,2.37792702849882,0,0.0635324015247776,0.771464875658014,37,1,0,0,0,0,"N","White","2023-05",46,500000,0,0,0,1,0,0,0,0,0,1,0,13.1223633774043,"11766"
"13063",9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.644400072608459,0.0726084588854602,2.37792702849882,0,0.0635324015247776,0.771464875658014,37,1,0,0,0,0,"N","White","2023-05",46,500000,0,0,0,1,0,0,0,0,0,1,0,13.1223633774043,"11766"
"13095",10.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.118343195266272,0,0,0,0.138067061143984,0.453648915187377,44,0,0,0,0,0,"N","White","2023-12",1,46800,0,0,0,1,0,0,0,0,0,1,0,10.7536384819057,"43112"
"13100",13.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.12265081906099,1.14690467314313,6.39678954408895,0.495603166597224,5.22137672419464,8.85945483651674,47,0,1,0,0,0,"N","Asian","2024-03",0,150000,0,1,0,0,0,0,0,0,0,1,0,11.9183905730784,"92104"
"13104",11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.95243542922515,0,0.270603247238967,0.0550006600079201,9.17631011572139,11.6315395784749,44,0,1,0,0,0,"Y","White","2023-12",15,150000,0,0,0,1,0,0,0,0,1,0,0,11.9183905730784,"33010"
"13112",10.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,3.37906504065041,0.160907859078591,1.61754742547425,0,0.0762195121951219,5.60636856368564,41,0,0,0,0,0,"N","White","2023-09",7,529500,0,0,0,1,0,0,0,0,0,1,0,13.1796884440236,"13041"
"13157",4.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,11.2690969596128,0.216810366560783,3.5849342005748,0,1.88070387737609,2.94962940553623,17,0,1,0,0,0,"Y","White","2021-09",44,132200,0,0,0,1,0,0,0,0,0,1,0,11.7920712063997,"50702"
"13171",13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2.99557430414162,0.252374391924019,36.6211092281245,0,9.15863010692384,8.07232294168567,48,0,0,1,0,0,"Y","Asian","2024-04",4,26000,0,1,0,0,0,0,0,0,0,1,0,10.1658518170036,"11377"
"13178",10.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,20.7827571883509,0.163843633174874,0.906909124475008,0,1.58305256842202,5.76452669958924,37,0,1,0,0,0,"Y","White","2023-05",12,476000,0,0,0,1,0,0,0,0,0,1,0,13.0731731332136,"46360"
"13180",10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.49116893622759,0.337063502763921,9.55642443036268,0.0889847647296751,2.24079816637455,5.72468653094243,41,0,1,0,0,0,"N","White","2023-09",79,1228000,0,0,0,1,0,0,0,0,0,1,0,14.0208973876892,"91362"
"13184",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,32.3143061858132,0.748348061460075,3.73377915771037,0,3.05310086776531,4.92397102141549,37,0,1,0,0,0,"Y","Unanswered","2023-05",16,175000,0,0,0,0,1,0,0,0,0,1,0,12.0725412529057,"17110"
"13187",5.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,26.1103834246249,0.675756132412479,3.25672779233151,0.0119075970469159,4.99523696118123,2.51250297689926,20,0,0,1,0,0,"Y","Black or African American","2021-12",6,1213000,1,0,0,0,0,0,0,0,0,1,0,14.0086071879262,"21230"
"13207",9.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.86696097120498,0.338617437543895,0.765024581117688,0.147988361593258,11.0314036319856,12.6592756095114,47,0,0,0,0,0,"N","White","2024-03",14,179600,0,0,0,1,0,0,0,0,1,0,0,12.0984874348502,"79925"
"13212",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1.31807560960997,0.677011563117848,24.3005212389911,0.101851297106225,0.982565454436523,6.44658798154694,38,0,1,0,0,0,"N","White","2023-06",230,4894000,0,0,0,1,0,0,0,0,0,1,0,15.4035205229848,"98021"
"13221",11.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0857081637025927,2.01414184701093,44,0,0,0,0,0,"N","White","2023-12",1,50000,0,0,0,1,0,0,0,0,0,1,0,10.8197782844103,"46126"
"13230",10.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0.424560998151571,0.580522181146026,2.1632393715342,0.0577634011090573,6.99514787430684,7.36772181146026,57,0,1,0,0,0,"N","Unanswered","2025-01",1,250000,0,0,0,0,1,0,0,0,0,0,1,12.4292161968444,"95361"
"13237",5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3.02961423561502,0.240290946876218,3.41278088063385,0,3.425769580465,3.73100402649695,14,0,1,0,0,0,"N","Unanswered","2021-06",10,400000,0,0,0,0,1,0,0,0,0,0,1,12.8992198260901,"60174"
"13238",4.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.395569620253165,0.632911392405063,0.356012658227848,0,0,1.10759493670886,2,0,1,0,0,0,"N","Unanswered","2020-06",18,250000,0,0,0,0,1,0,0,0,0,1,0,12.4292161968444,"54009"
"13242",11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.98363811357074,0.0814392537202932,4.0830680387947,0,0.251721329680906,4.26075368327534,44,0,1,0,0,0,"N","White","2023-12",34,50000,0,0,0,1,0,0,0,0,0,1,0,10.8197782844103,"55105"
"13269",9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.91446176150779,12.4078772502114,31,0,1,0,0,0,"N","American Indian or Alaska Native","2022-11",1,394500,0,0,1,0,0,0,0,0,0,1,0,12.8853744192681,"81637"
"13289",6.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0.619043377571925,1.06217155072593,22.0896054155162,0.797185356729313,36.7417832012114,6.47546094237107,12,1,0,0,0,0,"N","Unanswered","2021-04",6,330000,0,0,0,0,1,0,0,0,0,0,1,12.7068479334427,"91733"
"13301",9.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2.17159131363475,0,0.142399430402278,0,1.86009255962976,2.80348878604486,37,1,0,0,0,0,"N","White","2023-05",2,500000,0,0,0,1,0,0,0,0,0,1,0,13.1223633774043,"48065"
"13305",6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.71913678197398,0.0698191050460171,1.55506188511584,0.0190415741034592,0.780704538241828,2.7324658838464,3,1,0,0,0,0,"N","Asian","2020-07",38,2900000,0,1,0,0,0,0,0,0,0,1,0,14.8802212949567,"23116"
"13308",6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19.8401404826062,1.26858215507584,0.414787005358927,0,3.31829604287142,12.2468134064004,0,0,1,0,0,0,"N","Unanswered","2020-04",4,125000,0,0,0,0,1,0,0,0,0,0,1,11.7360690162844,"34142"
"13325",10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.87360057782593,0.19501625135428,1.69736366919466,0.151679306608884,2.96858071505959,6.26218851570964,47,0,0,0,0,0,"N","Asian","2024-03",5,50000,0,1,0,0,0,0,0,0,0,1,0,10.8197782844103,"20619"
"13348",9.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.49799505161676,0,3.19511987031823,0,1.37786878252709,2.6490913744561,2,0,0,0,0,0,"N","White","2020-06",2,25000,0,0,0,1,0,0,0,0,0,1,0,10.1266311038503,"33496"
"13373",10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,19.1248800383877,0.0749760076775432,0.818738003838772,0.0239923224568138,0.704774472168906,1.51151631477927,44,1,0,0,0,0,"N","Unanswered","2023-12",9,2170000,0,0,0,0,1,0,0,0,0,1,0,14.5902377255166,"28405"
"13379",9.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,6.36116645535229,0.0326027893497555,5.00633943126245,0,4.57163557326571,4.05723600796957,56,1,0,0,0,0,"N","White","2024-12",14,500000,0,0,0,1,0,0,0,0,0,1,0,13.1223633774043,"60452"
"13380",9.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,6.36116645535229,0.0326027893497555,5.00633943126245,0,4.57163557326571,4.05723600796957,56,1,0,0,0,0,"N","White","2024-12",14,500000,0,0,0,1,0,0,0,0,0,1,0,13.1223633774043,"60452"
"13392",10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.65420632336889,0.2049062601735,1.09921676018308,0,1.15475210172543,3.71320783622819,53,1,0,0,0,0,"Y","White","2024-09",4,1475000,0,0,0,1,0,0,0,0,0,1,0,14.2041685477561,"17331"
"13393",10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2.65420632336889,0.2049062601735,1.09921676018308,0,1.15475210172543,3.71320783622819,53,1,0,0,0,0,"Y","White","2024-09",4,350000,0,0,0,1,0,0,0,0,0,1,0,12.7656884334656,"17331"
"13394",10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2.65420632336889,0.2049062601735,1.09921676018308,0,1.15475210172543,3.71320783622819,53,1,0,0,0,0,"Y","White","2024-09",4,350000,0,0,0,1,0,0,0,0,0,1,0,12.7656884334656,"17331"
"13405",5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9.10942131718005,1.58010052841861,4.82278644155175,0.458822013146024,8.86969970357005,9.56308802680758,15,1,0,0,0,0,"N","Unanswered","2021-07",3,51000,0,0,0,0,1,0,0,0,0,0,1,10.8395809117065,"85392"
"13406",10.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.88250567997403,0.649139889646219,0,0,0.0973709834469328,0.778967867575463,56,0,1,0,0,0,"N","Unanswered","2024-12",0,500000,0,0,0,0,1,0,0,0,0,0,1,13.1223633774043,"61238"
"13425",10.24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.982165390763018,0.349120888365441,15.2077900227139,0.283923614032136,2.9296710692353,7.67435013039455,39,0,0,0,0,0,"N","White","2023-07",0,40000,0,0,0,1,0,0,0,0,0,1,0,10.5966347330961,"92692"
"13447",6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2.0515190483845,0.375743449606173,12.3734126346247,0.630927503616782,7.84037936023147,6.6629159299148,13,1,0,0,0,0,"N","Unanswered","2021-05",9,1113200,0,0,0,0,1,0,0,0,0,0,1,13.9227493086339,"92064"
"13462",11.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,90.1720117129281,0.187617260787992,0.676824884711823,0.00876716171906507,3.30872683277516,2.31102382914555,35,0,0,0,0,0,"N","Black or African American","2023-03",3,150000,1,0,0,0,0,0,0,0,0,1,0,11.9183905730784,"20020"
"13467",8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,19.7338719258643,0,0.237614351906855,0,5.32256148271356,13.7459902578116,44,0,1,0,0,0,"Y","White","2023-12",26,53000,0,0,0,1,0,0,0,0,0,1,0,10.8780471925343,"44703"
"13472",10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.62778041722455,0.454944643602701,3.02480600066226,0,3.83535610935948,10.4522092169481,28,0,0,0,0,0,"N","White","2022-08",3,150000,0,0,0,1,0,0,0,0,1,0,0,11.9183905730784,"33186"
"13473",8.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.0437541179629,0.322116205861539,2.1181580809683,0,10.1515410332121,6.53017399155665,33,0,0,0,0,0,"N","White","2023-01",2,93000,0,0,0,1,0,0,0,0,1,0,0,11.4403547721354,"77073"
"13474",5.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,12.5072943007197,0.160474615833495,4.06049406730208,0.583544057576347,3.13654930947287,6.87609414510796,0,0,0,1,0,0,"N","White","2020-04",29,655000,0,0,0,1,0,0,0,0,1,0,0,13.3923905146174,"34736"
"13476",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.67818975931605,0.24718892296255,26.0328965709507,0.591023139113465,3.39373664157606,8.27432394758851,20,1,0,0,0,0,"Y","White","2021-12",2,350000,0,0,0,1,0,0,0,0,0,1,0,12.7656884334656,"95616"
"13495",5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0.319724545007378,0.426299393343171,1.96343662895557,0,7.97261846204296,5.35743564518774,0,1,0,0,0,0,"Y","Unanswered","2020-04",80,350000,0,0,0,0,1,0,0,0,0,1,0,12.7656884334656,"97013"
"13500",7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,88.6194273761276,0.411818538371029,0.225519675774611,0,1.16355079095307,1.88913583474964,21,0,0,0,0,0,"Y","Asian","2022-01",0,35000,0,1,0,0,0,0,0,0,0,1,0,10.4631033404715,"21213"
"13503",8.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3.35178445824031,1.00614697697177,6.94516651885379,0.327227132328206,5.0674332548396,6.56595002905288,41,0,0,0,0,0,"N","White","2023-09",1,368500,0,0,0,1,0,0,0,0,0,1,0,12.8171959906115,"93940"
"13504",6.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,3.35178445824031,1.00614697697177,6.94516651885379,0.327227132328206,5.0674332548396,6.56595002905288,56,0,0,0,0,0,"N","White","2024-12",2,526500,0,0,0,1,0,0,0,0,0,1,0,13.1740066105562,"93940"
"13510",10.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2.86223562883488,1.16546121413636,1.9641449285298,0.140540911116443,2.32749460117232,5.96099132759744,46,1,0,0,0,0,"Y","Unanswered","2024-02",7,586500,0,0,0,0,1,0,0,0,0,0,1,13.2819279470757,"80907"
"13513",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1.40967191564344,1.17752356445613,6.23444186501832,0.100690851117389,3.02352250160826,6.36030542891506,15,0,1,0,0,0,"Y","White","2021-07",14,100000,0,0,0,1,0,0,0,0,0,1,0,11.5129254649702,"80031"
"13534",6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5.81086743958653,0.370163430646738,2.19304372119011,0,3.9041765609722,8.66741164967174,4,0,1,0,0,0,"N","Unanswered","2020-08",11,2033000,0,0,0,0,1,0,0,0,0,0,1,14.5250230926105,"78861"
"13546",6.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.21079793568877,0.205107847029244,1.2372634643377,0.00661638216223369,0.264655286489348,1.60116448326055,3,0,0,0,0,0,"Y","White","2020-07",12,50000,0,0,0,1,0,0,0,0,0,1,0,10.8197782844103,"15009"
"13585",9.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.61368676734608,0.905586651177527,13.4438694687929,0,3.05866511775267,5.46520223888478,16,0,0,0,0,0,"N","White","2021-08",3,10000,0,0,0,1,0,0,0,0,1,0,0,9.21034037197618,"77450"
"13644",6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4.87926695737365,0.0749178784793592,13.1336803888046,0,1.07766486735694,4.06861709280212,2,0,1,0,0,0,"N","White","2020-06",1,200000,0,0,0,1,0,0,0,0,0,1,0,12.2060726455302,"60148"
"13661",4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,5.04627673873805,0.180498483044664,8.17235684934137,0.0844886516379277,0.522293482852644,4.01705134605784,22,0,1,0,0,0,"N","Unanswered","2022-02",15,5000000,0,0,0,0,1,0,0,0,0,0,1,15.4249484703984,"12205"
"13662",4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,5.04627673873805,0.180498483044664,8.17235684934137,0.0844886516379277,0.522293482852644,4.01705134605784,22,0,1,0,0,0,"N","Unanswered","2022-02",15,5000000,0,0,0,0,1,0,0,0,0,0,1,15.4249484703984,"12205"
"13665",4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,5.04627673873805,0.180498483044664,8.17235684934137,0.0844886516379277,0.522293482852644,4.01705134605784,22,0,1,0,0,0,"N","Unanswered","2022-02",15,5000000,0,0,0,0,1,0,0,0,0,0,1,15.4249484703984,"12205"
"13668",10.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,21.2235596994155,0.269621486223212,4.85144725855831,0.0626217645421653,6.5144030058447,8.38957695519065,54,0,1,0,0,0,"N","White","2024-10",1,250000,0,0,0,1,0,0,0,0,1,0,0,12.4292161968444,"22554"
"13669",10.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,21.2235596994155,0.269621486223212,4.85144725855831,0.0626217645421653,6.5144030058447,8.38957695519065,54,0,1,0,0,0,"N","White","2024-10",1,250000,0,0,0,1,0,0,0,0,1,0,0,12.4292161968444,"22554"
"13676",4.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,57.5390588887862,0.281963575852824,1.28501432929648,0,0.892114264583526,2.72256633077563,16,0,1,0,0,0,"Y","Unanswered","2021-08",8,675000,0,0,0,0,1,0,0,0,0,0,1,13.4224679698547,"71301"
"13692",11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.994674530170327,0.0836230799700717,3.41094141983187,0.554553056643634,1.94973812772325,5.40909290964306,48,0,0,1,0,0,"N","White","2024-04",38,500000,0,0,0,1,0,0,0,0,0,1,0,13.1223633774043,"92663"
"13706",4.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,17.3350630096368,4.10303928836175,6.33061527057079,0,7.40548554484804,5.70793180133432,14,1,0,0,0,0,"N","White","2021-06",28,969000,0,0,0,1,0,0,0,0,0,1,0,13.7840198908729,"30329"
"13719",4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,8.18858560794045,1.81968569065343,0,45.7402812241522,11.4971050454921,10,0,1,0,0,0,"N","Unanswered","2021-02",4,2200000,0,0,0,0,1,0,0,0,0,1,0,14.6039679183285,"95039"
"13725",10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,9.32789805426144,0,2.11016716908742,0,1.09276514113456,4.36078377637709,59,0,1,0,0,0,"N","Unanswered","2025-03",8,400000,0,0,0,0,1,0,0,0,0,0,1,12.8992198260901,"60914"
"13732",7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13.7351323109076,0.553216338322525,26.5267234225651,0.0399545133232935,9.99170175492516,8.20296892768233,26,0,0,0,0,0,"N","White","2022-06",9,100000,0,0,0,1,0,0,0,0,1,0,0,11.5129254649702,"11101"
